title,nose,taste,finish,score
Redemption Rye 10yr barrel proof,"Rich, darkly toasted wood. Clean and crisp Rye, peppery and minty. Black liquorice, chocolate, sweet burnt cherry, rich caramel, hint of dill but not overpowering. Familiar crisp MGP Rye shrouded in lots of rich, toasted wood.","Rich toasted chocolatey wood and strong, bright-ish peppery MGP Rye. This is dark, toasted and rich. Caramel, dark cherry sweetness, herbal and minty spice, lots of cinnamon and pepper, deliciously toasted oak. The minty dill is definitely there but it's been tamed by age and rich oak. It's perfectly toasted and rich with no tannic bitterness, and all while still retaining the fierce MGP ""Rye-ness."" Super drinkable at full proof too.","Minty, clean Rye takes over on the finish with caramel and black liquorice toasted wood. Leaves toasted and spicy.",8
Laphroaig 15,"Clean and soft smoke, brine, sweet vanilla, light fruitiness and malt. It's Islay, but in a very clean and reserved way.","Sweet and soft. Gentle peat, warm caramel maltiness, light-hearted vanilla, lightly sweet fruitiness","Leaves sweet and ashy, with lightly charred peat. A nice combination I haven't seen a lot before.",6
Octomore 8.1,"Classic Octomore, I'm pretty sure I could pick this out blind. Huge, meaty peat, menthol, white cake and vanilla frosting, bbq meat, caramel, a metallic crispness, tart berry","Epically huge and meaty, again classic Octo. Clean and sweet caramel, huge peat, brine, delicious vanilla icing, lemon, fruity berry. It's both heavy and sharp at the same time, a dank and thick peat that shimmers with a sweet metallic crispness.","Loooong, sweet and peaty. Just a hint of ashy char, very clean yet heavy peat with lots of sweet vanilla. Leaves with huge mouth numbing peat, fucking yum.",8
Craigellachie 13,"Robust bready malt, warm vanilla, white cake, sweet crisp pear. Slight floral perfume and fruitiness, but overall it's very malty and thick and meaty, and I'm not complaining one bit.","Sweeter than the meaty nose, full bodied and big flavor. Big barley malt, sweet fruitiness, some gritty caramel and brine, pepper, creamy buttered bread, vanilla.","Thick and gritty barley sweetness that you can almost chew on, finishes sweet and pleasant and creamy.",7
"Glenfarclas 11yr Single Cask, 63.4%","Sticky sweetness, deep fruitiness, strawberry, rich woody funk, dark chocolate, some nice caramel and warm malt shining through. After adding water(see below) it all melds and softens beautifully into a thick, cohesive medley of sweet chocolatey fruitiness.","Super hot and sticky sweet, this drinks like a high proof Bourbon like Stagg jr or ECBP and I love it. With some water it's less of a heat attack and more of a thick, viscous experience. Dark, rich fruitiness, cherry cough syrup, rich chocolate, orange, thick malt, caramel, gritty wood.","The finish builds brightly sweet and fun, then slowly descends into earthier, fruity sweetness where it rides out super thick and long. Stays with me forever, I basically haven't stopped tasting this stuff since I started drinking it.",8
"High West Double Rye, MWND finish","First impression is that there's lots of yummy toasted barrel influence here. Vanilla, burnt caramel, dark and rich rye with plenty of sharp herbal spice. Some faint sulphury bitterness and wine funk, it's background enough to be interesting but not intrusive.","Clean caramel-rich Rye, a little thin even at the proof, but very clean and delicious flavor. Sweetly dark brown sugar, nice toasted barrel char, vanilla, toasted marshmallow, mellow Rye spice, faintly sweet cherry.","Builds sweeter and a little brighter, and the wine finish shows up more. Creamy Rye and strawberry fruitiness with a fair amount of peppery Rye spice.",6
SAOS 8yr Single Barrel Bourbon,"Huge toasted wood that is beautifully rich, warm and smooth. Sludgy chocolate, smooth corn sweetness, warm orange zest, herbal spice that cuts through nicely","A charred and woody explosion of beautiful, rich oak. The perfectly toasted wood is just so huge on this. It's not bitter or tannic oak, it's huge, warm, rounded, and just plain smooth. And rather than dominating it kind of sets the stage for tons of brighter cherry sweetness and lively, exciting spice to build on. Rich chocolate, orange zest, so big and sweet and oaky.","A long, cherry sweet finish with lots of minty spice that leaves the mouth tingling.",8
Johnnie Walker Double Black,"Nice briny peat, total Islay nose. It smells chocolatey and thick, ashy wood char, burnt caramel, delicious.","Little bit of a watered down disappointment after the wonderful nose, but still nice. Clean smoke and boggy brine, chocolate fudge, a smoky and woody sweetness, some minty mouthtingle in the background. Musty in a pleasant way. Some root beer char, but the low ABV keeps it from really kicking in.","Rich chocolate and caramel, sweet with light smoke",5
Lot 40 Cask Strength,"Fierce and herbal rye spice, the same funky and interesting dill I remember from the standard Lot 40, perfectly toasted wood, sweet brown sugar. All the crisp and minty notes I look for in a Rye","Crisp and clean, there's no mistaking that this is a Rye. Minty and herbal Rye that is just as fierce as the nose was. Cherry red hot and cinnamon that sets fire to my mouth in a good way. More warm dill goodness. Sweet brown sugar and a kind of bready creaminess. Tart green apple fruitiness","Creamy caramel, sweet brown sugar with lots of cinnamon and spice that leaves the mouth tingling.",8
Binny's Four Roses OESF,"Smooth corn and creamy toffee, sweet brown sugar, light and friendly cherry, clean toasted wood","Mellow and even-tempered with a nice creamy mouthfeel. Gritty corn and cherry cola, mouth numbing herbal spice, toffee, light chocolate, mellow toasted wood","Morphs beautifully into big sweet & bright cherry, creamy Bourbon, and huge minty spice, holds it real nicely",7
Macallan Classic Cut 2017,"Fruity strawberry and cherry, rich raisins, chocolate, cinnamon, wood spice, creamy malt. A drop of water didn't change the character too much, but really enhanced everything. Reserved and mellow nose.","Sweet and fruity with some earthy nuttiness, sulphury wine, dark chocolate. Creamy caramel malt that melds beautifully with the darker fruitiness. Not punchy or sweet in-your-face sherry, it has an elegant and flowing character that is really nice. Not a ""sherry bomb"" so much as a ""sherry soaked malt.""","Dark fruitiness and rich chocolate, with mouth numbing menthol and spice, a feeling that I'm more familiar with in Bourbon than Scotch. Leaves darkly sweet and fruity, delicious.",7
Longrow Red 12 Pinot Noir,"Sharp and powerful phenolic peat, toasted wood, vanilla, strawberry, tart berry sweetness, ashy char. Beautiful peaty and charred nose that kind of sneaks the sweetness in there really nicely, you have to look for it.","Strawberry and red wine give a sulphury yet gentle sweetness, along with warm earthy peat that isn't nearly as strong or in your face as the peaty nose. It has a lighter maltiness to it too, and lots of darker charred flavor with vanilla, toasted wood, and black liquorice","Long finish that carries on with the warm, sulphury sweetness then slowly descends into earthy peat, toasted wood and ashy char.",8
"K&L Auchroisk 15 ""Old Particular""","Grassy malt, toffee, apple, healthy dose of rich wood funk","Sweet malt, fruity, toffee, milk chocolate, lighter honey and citrus. Kind of a weak mouthfeel.","Builds sweeter and brighter on the finish. fruity and citrusy, lemon, toffee and sweet malt. Lingers nice and sweet.",6
Amrut greedy angels 8yr,"Orange and citrus, burnt brown sugar, caramel, warm malt, woody funk, mild spice. Dark and mysterious, interesting notes.","Burnt brown sugar, sweet rich caramel, orange zest, mild spice, sharp red wine sweetness","Delicious slow burn of rich caramel malt, burnt brown sugar, orange and spice",6
SMWS 41.81 (Dailuaine 12),"Rich custard, chocolate, peppery spice, vanilla wood, caramel and smooth maltiness","Sweet and creamy, thickly fruity, delicious malt, lemon, rich gritty caramel","Sweet caramel and malt, candy lemon, nice little peppery tingle. Rides out long, rich and sweet",8
Orphan Barrel Barterhouse 20yr,"Caramel, earthy chocolate, tannic wood, sawdust, sweet cherry, nutty funk","Sweet brown sugar, sharp and tannic toasted wood, nutty grittiness, chocolate, light cherry sweetness.",Sweet and mellow with nutty funk and light tannic wood.,7
Mission Wine OESO,"Cherry cough syrup and cinnamon, sharp vanilla, so much clean toasted oak","Sweet corn goodness, cherry syrup, kind of dry and herbal with lots of tannic oak","Big cherry burn, toasted wood, leaves with clove Rye spice",7
Bruichladdich Black Art 3,"Huge caramel and malt with equally huge dark, musty fruitiness. Grapes, dry sherry, fruity fudge, orange, tart berries, I can just keep going on and on","Thick, fudgey fruit, smooth caramel and malt, soft wine funk, strawberry, brine, dry berry tartness, pepper, vanilla","Explodes with sweet berry and fruit, then smooths out for a long, rich finish of vanilla, thick caramel maltiness, and Fudgey fruit. Leaves with a nice peppery tingle.",9
Nikka Coffey Grain,"Sticky caramel, brown sugar, corn grain, musty wood. It hits a lot of Bourbony notes but has a Scotch like mellowness.","Brown sugar, sweet caramel, vanilla cream, orange, light toffee,","Nothing big, just kind of carries on light and sweet, leaves with cinnamon, light toffee and some bitter wood",5
Bulleit Bourbon 10yr,"Maple, burnt caramel, orange, rich musty wood, vanilla","Burnt caramel and dark cherry, a little spicy, then calms down into sweet vanilla and smooth deeply toasted oak",Brighter orange and caramel with more of that beautiful smooth toasted wood.,7
"Russel's Reserve SiB, HyVee Wine","Brown sugar and maple syrup, warm rich and sweet. Vanilla, light chocolate, refreshing mint, musty wood","Brash and tinny caramel with harsh cherry sweetness explodes quickly on the palate, little bit of a mess after the wonderful nose. Smooths out with chocolate, vanilla and tannic wood","Smoother caramel and chocolate rides out into the finish with more brash cherry cough syrup, leaves kind of bitter.",4
Balvenie 15 Single Barrel bourbon cask,"Not the light and sweet Scotch I was expecting. Richer toffee and caramel, lemon, pastry, malt, chocolate, a little peppery","The flavor flows smoothly and sweetly, caramel and chocolate, rich maltiness, honey and lemon zest, the faintest spice","bright finish of sweet caramel and pastry, then it finishes kind of peppery and spicy, gives it a happy little kick",6
Springbank 11 Local Barley,"Super rich caramel and huge, thick pastry malt, with perfectly toasted vanilla. It's rich and sweet, like marshmallow and cake frosting. it also has a floral, white wine sharpness to it. I already love this.","Creamy explosion of sweet caramel and thick, clearly defined cereal maltiness. There's light brine too, honey, vanilla, butterscotch. It has a quality to it that is both thickly creamy and yet lightly sweet and fruity, with the caramel and malt pervading.","Finish is amazingly long and sweet, toasted vanilla and of course rich and grainy butterscotchy maltiness",8
Hitime OBSQ,"Warm, rich Cherry and citrus, deep toasted oak, chcolate, cinnamon bread and baking spices","Sweet cherry and smooth chocolate with hot cinnamon, clean toasted oak, warm baking spice goodness. Sweet and super clean",Caramel and sweet cherry spice with lots of that signature deep toasted oak,8
